,economically_inactive_student_including_full_time_students,objectid,all_categories_economic_activity,economically_active_employee_part_time,economically_active_employee_full_time,economically_active_self_employed,economically_active_unemployed,economically_active_full_time_student,economically_inactive_retired,cartodb_id,economically_inactive_looking_after_home_or_family,economically_inactive_long_term_sick_or_disabled,economically_inactive_other,unemployed_age_16_to_24,unemployed_age_50_to_74,unemployed_never_worked,long_term_unemployed,full_time_,part_time_,unemployed,retired_pc,lng,lat,the_geom,Local Authority Code,Local Authority Name,Region/Country Code,Region/Country Name,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00084725,6,178874,207,32,118,13,5,5,16,178874,6,5,1,0,1,0,3,57.0048309178744,15.4589371980676,2.4154589371980695,7.7294685990338206,-0.729015504,52.07744539,0106000020E6100000010000000103000000010000000B000000A294A1296941E7BFAE834B77150A4A4003594A0FC53EE7BFB3A0040AFE094A403F4B7C3BBA44E7BF8551DACBF7094A40282103E2194FE7BFD9376857F6094A40223661CE4949E7BF4FD020BDBC094A40028BBD8F1857E7BFDA28DD48B4094A408802935D7857E7BF3F0FA4EBDB094A405D371DF17A60E7BF9D3FA57FE4094A40C1088E501560E7BFA2BB007A070A4A40D8DCAEFB8154E7BF15705AA2000A4A40A294A1296941E7BFAE834B77150A4A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084722,16,178875,288,42,147,33,7,8,23,178875,7,3,2,2,4,0,3,51.0416666666667,14.583333333333302,2.43055555555556,7.986111111111111,-0.733915738,52.07723269,0106000020E61000000100000001030000000100000010000000B1620126076CE7BFC3303C26210A4A40C2C6EA15B56BE7BF92576F28210A4A40DD29DF623664E7BFF1ED5CF20B0A4A407B2586AACA67E7BF77962A47FB094A405C38C9417171E7BF826161D1FF094A40F7736BCFA676E7BFC8037386F3094A409FA105C1096BE7BFDB2C7EE2D6094A40705153861D74E7BFD89C2E12C7094A40950776347F76E7BF6D93C6848F094A4073EF802F1377E7BF11008C6C8D094A40B6767D3479AEE7BF32DE0969070A4A40DC2DC351C4B5E7BFCB68D053180A4A40A42338DA8EA0E7BF215D54F4380A4A40FFE9DA41C07EE7BFECEDA510170A4A40A13E71EFB273E7BFB58DDBC3260A4A40B1620126076CE7BFC3303C26210A4A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00084723,8,178876,233,38,109,20,0,12,34,178876,6,4,2,0,0,0,0,46.7811158798283,16.3090128755365,0.0,14.592274678111599,-0.72871367,52.079453,0106000020E6100000010000000103000000010000000D000000A294A1296941E7BFAE834B77150A4A40D8DCAEFB8154E7BF15705AA2000A4A40C1088E501560E7BFA2BB007A070A4A40DD29DF623664E7BFF1ED5CF20B0A4A40C2C6EA15B56BE7BF92576F28210A4A4079E924853164E7BF81065B572C0A4A40065551726767E7BF9922A8DA420A4A40A53C79D6035FE7BF7004B9F0340A4A409EDAC5D99645E7BF25B62883400A4A40C29D4E701334E7BF96FA8AA7470A4A407CB5A8EA233AE7BF870672DB2D0A4A40693205015A35E7BF00548B101A0A4A40A294A1296941E7BFAE834B77150A4A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00084720,5,178879,246,32,103,30,6,6,55,178879,7,1,1,1,1,1,2,41.869918699187004,13.0081300813008,2.4390243902438997,22.3577235772358,-0.7235853529999999,52.08082604,0106000020E61000000100000001030000000100000015000000EC7BC517841BE7BFF46ACE83AC0A4A4013A0E199231CE7BF846ECBF18A0A4A40CE9C5B9AD523E7BFFA9A45CC780A4A401FB5EBED1317E7BFB2F75BD3730A4A4097C23A3F60FCE6BF48AA2CC3400A4A40A6A9C5E894ECE6BFBAF32672AD094A40F27C54770315E7BF283A471E97094A40F59E36CE7519E7BFAB3CEE619B094A40B23013F8B01EE7BF2E9B9F1CF3094A40292C757A7E20E7BF372E9F82020A4A406EFAC4BC4329E7BF8679A462390A4A406ABF3065DC2EE7BFC3D40622530A4A40C29D4E701334E7BF96FA8AA7470A4A409EDAC5D99645E7BF25B62883400A4A409278BBE7BE3CE7BFF3F2C96B5F0A4A40E520CFC6DF31E7BF62B25BA8600A4A400688E050AA3DE7BF51CE5947880A4A4003457B699939E7BFB13F1779880A4A4077BB9070E92BE7BFB2CA4BEF9C0A4A401B9E11C49326E7BF1DB98AA3AD0A4A40EC7BC517841BE7BFF46ACE83AC0A4A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00084728,8,178884,190,16,98,26,13,4,19,178884,4,1,1,1,5,1,7,51.5789473684211,8.42105263157895,6.842105263157901,10.0,-0.720648724,52.087537100000006,0106000020E610000001000000010300000001000000190000003DB941F31212E7BF015B207A6F0B4A40CFB83084BF0CE7BFFD446C0F560B4A400005D3DF390AE7BF08FBE32A700B4A409705E1F07F05E7BF9ED1F90C6F0B4A40FE6B89F196F0E6BFDDABEF55410B4A40A3B024C025F5E6BF744E934E2C0B4A407A81241CC7E9E6BFC472F412FF0A4A40C37D28FC9CF2E6BF19102573020B4A40D42E7173A6F9E6BF137C04AB1E0B4A409894F68C0BFAE6BF2C695B87E10A4A40FE2413F0120AE7BF1293964EFC0A4A40D07A42219A10E7BF964285EFE90A4A40FF7CBD23B217E7BF2F5D9BDAF30A4A40B1766CA80F1EE7BF99223B9E040B4A4021AF13D8A81BE7BF8AFFA8EF130B4A40B364671D3B14E7BF362E9E4E070B4A400E4FF67A730AE7BF30945ABC1C0B4A4064FABC95D008E7BF78DCE1EA350B4A40FD8373EFA70EE7BF4129CCD92D0B4A403582FBC44D12E7BFED97E235260B4A40110396882C13E7BFCDEA47F9420B4A40094EF009DD22E7BF0C8DA26B510B4A403456250F9A2FE7BF4390CFBA620B4A40E1BCD4B1A426E7BFE127DD468A0B4A403DB941F31212E7BF015B207A6F0B4A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00084729,5,178885,184,22,101,20,12,2,14,178885,1,3,4,0,4,0,6,54.8913043478261,11.9565217391304,6.5217391304347805,7.60869565217391,-0.722279922,52.08739241,0106000020E6100000010000000103000000010000000F000000FD8373EFA70EE7BF4129CCD92D0B4A4064FABC95D008E7BF78DCE1EA350B4A400E4FF67A730AE7BF30945ABC1C0B4A40B364671D3B14E7BF362E9E4E070B4A4021AF13D8A81BE7BF8AFFA8EF130B4A40672A33D42920E7BF75875DCD1A0B4A409112A9A8F821E7BF44FEAF7B0A0B4A40509759381D32E7BF280AFB1B010B4A4087C8B6744F36E7BF9F3B90B8060B4A40A5518F6E0139E7BF4FD4CAAE160B4A408244B5556233E7BFE3A036F5300B4A40094EF009DD22E7BF0C8DA26B510B4A40110396882C13E7BFCDEA47F9420B4A403582FBC44D12E7BFED97E235260B4A40FD8373EFA70EE7BF4129CCD92D0B4A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00084674,5,178954,213,34,115,16,5,6,15,178954,12,3,2,0,2,0,1,53.990610328638496,15.962441314554,2.3474178403755896,7.04225352112676,-0.696573563,52.04098889,0106000020E6100000010000000103000000010000000C000000B9ECF3088F3CE6BF2D757C9852054A408771FEF65637E6BF7E38500640054A40215A55649930E6BFB264ADA42E054A40AA1106A6C74CE6BF7EE79B3A0D054A401E17BC4C4853E6BF91CA1A6805054A4086CD814B675AE6BF671191C6FD044A40D804B83B5A60E6BFF536909820054A405C0DA8AB2753E6BFF90F080428054A400C9F47ECF856E6BF038FFA0F30054A4006B69DC07951E6BF44CA70AD65054A40053EDF4BE543E6BF5A47465976054A40B9ECF3088F3CE6BF2D757C9852054A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084675,21,178957,450,61,221,54,5,6,40,178957,33,3,6,2,1,0,2,49.1111111111111,13.555555555555598,1.11111111111111,8.888888888888891,-0.700500353,52.04244734,0106000020E6100000010000000103000000010000002D000000D29F8B16C67AE6BF6615C337F8054A4006177474C16DE6BFCDD27802E9054A4009D22621595EE6BFD8EC0D74D4054A40DE91AE86F953E6BFABA4D191BB054A4010170E00ED51E6BF21012E99B5054A40F0A4099B475CE6BFA74DA01179054A400434584A9F58E6BF7021930354054A40D0683DF2B468E6BFC4AB74C952054A404A7609972762E6BF3C7D95462C054A4065DE4911E664E6BFE90A466F1D054A409CAE730FBB73E6BFFB39BBA518054A40CB167E1DB277E6BF37D2AC5828054A4080EADD7D8482E6BF6FB572EE13054A401AE14E0D4885E6BFDF3687F51F054A40E13914AE5393E6BF1940DFCFD8044A40B2E34534489DE6BF004F46AED5044A40A607BDCB6EB2E6BF693368CAD1044A40D071B6F32BE5E6BF7C0234BBC2044A4007D65F3DF110E7BF5A303A16AD044A40F326214CCA12E7BF375008AFB5044A40B07DBBB89011E7BF705D0276CA044A400F004A2CE71BE7BF89B6E27DF5044A40C09B7C6C4C2CE7BF2EF9651015054A4050057519412EE7BFF18ECC7468054A40CE669079C128E7BFE9FCA1EB86054A40E713FCD43311E7BFFD9104EFA4054A40ED6392B0040BE7BFF43D66EC99054A4093FFB6D0BAECE6BFEF17DD9E73054A40B8AB3A7876BFE6BFB82EDF880F054A40FBD662352897E6BF4926903B42054A406B2A52F9178EE6BF6CD6680F6A054A4016769E38ED87E6BF897C3E6C50054A40FA7480FF617BE6BF6E09CAA871054A4026213FF42D73E6BF231B016264054A40AD939EC3826EE6BF5BDB342D7F054A405FBD1133E27CE6BFAFA8A56E84054A40FAC76BA4F37FE6BF536E891FB6054A40F8A7AD361A91E6BFA3FB6448B4054A40AF963BEE1A99E6BF11A619A3A0054A4068CE8AECF797E6BFF0A86600C2054A4018EB7F86887FE6BFD4E554D5D5054A40DB7A66B9AC83E6BF8C915CC5EF054A40572BB96B5E8CE6BF4D78EA64F3054A40BD86D915088BE6BF291DFAFF08064A40D29F8B16C67AE6BF6615C337F8054A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084673,15,178960,452,47,273,27,9,13,24,178960,23,14,7,4,1,3,2,60.398230088495595,10.398230088495598,1.9911504424778799,5.30973451327434,-0.700404942,52.039821200000006,0106000020E61000000100000001030000000100000013000000053EDF4BE543E6BF5A47465976054A4006B69DC07951E6BF44CA70AD65054A400C9F47ECF856E6BF038FFA0F30054A405C0DA8AB2753E6BFF90F080428054A40D804B83B5A60E6BFF536909820054A4086CD814B675AE6BF671191C6FD044A4082A216F60C73E6BF0D1E5461E8044A40E13914AE5393E6BF1940DFCFD8044A401AE14E0D4885E6BFDF3687F51F054A4080EADD7D8482E6BF6FB572EE13054A40CB167E1DB277E6BF37D2AC5828054A409CAE730FBB73E6BFFB39BBA518054A4065DE4911E664E6BFE90A466F1D054A404A7609972762E6BF3C7D95462C054A40D0683DF2B468E6BFC4AB74C952054A400434584A9F58E6BF7021930354054A40F0A4099B475CE6BFA74DA01179054A4010170E00ED51E6BF21012E99B5054A40053EDF4BE543E6BF5A47465976054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084670,20,178961,283,45,143,21,11,11,15,178961,10,4,3,4,1,1,3,50.53003533568911,15.9010600706714,3.886925795053,5.300353356890461,-0.7830464640000001,52.02043793,0106000020E6100000010000000103000000010000000E00000091B30105B5FAE8BF5C481563E1024A4046924C8956F8E8BFBBE205E8C8024A407F45C353CDEAE8BF733B52B5B5024A40F16EE91327F0E8BFB90F77C8A4024A4098E5D7398108E9BFB0930E6C6D024A402DE706E22814E9BF56B2ECCE70024A4076DDB206A414E9BFF24635C67B024A403C5C31E4481EE9BF6EEC1BB573024A40A38EE52E981CE9BF5D918C5D8B024A40CC04155B401AE9BF57DF5AD7B7024A40C1EFAC7BEB0FE9BFCD22CB23CD024A4087C884BFF513E9BF1E848111E2024A4042D09C8A7B10E9BF7290575BEB024A4091B30105B5FAE8BF5C481563E1024A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c1,Achieving Minorities
E00084671,6,178963,260,32,146,18,7,12,27,178963,7,4,1,1,1,0,1,56.15384615384621,12.307692307692301,2.69230769230769,10.3846153846154,-0.7857614140000001,52.01897517,0106000020E61000000100000001030000000100000011000000A38EE52E981CE9BF5D918C5D8B024A403C5C31E4481EE9BF6EEC1BB573024A4076DDB206A414E9BFF24635C67B024A402DE706E22814E9BF56B2ECCE70024A4098E5D7398108E9BFB0930E6C6D024A4055BA2FCB091FE9BF21C6BCC130024A4067F1A25A6926E9BF566A13BE1C024A402E5948868C3BE9BFCDC2F3B9EC014A400C8F6F41024DE9BFB028D5AB21024A40EB2BA626DE48E9BF9756C9D759024A40756BB766C745E9BFDA6821027B024A40CCBEFD2B2F37E9BFA26B7EC5A2024A4017CDB9E72E2EE9BF3CB8569B7D024A407DEC78606924E9BFBD76D12186024A40133A3A921921E9BFAB277773A2024A40DE13DA2FF421E9BFDCBCD75790024A40A38EE52E981CE9BF5D918C5D8B024A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084678,14,178969,277,30,100,40,13,10,56,178969,9,3,2,4,5,0,7,36.101083032491005,10.8303249097473,4.69314079422383,20.2166064981949,-0.726531038,52.03248722,0106000020E61000000100000001030000000100000020000000F326214CCA12E7BF375008AFB5044A4007D65F3DF110E7BF5A303A16AD044A40F979AFC68601E7BF0926ECEF96044A407A6EA17081F7E6BF05344969A4044A406222DA7823EAE6BF5C6093A461044A40475C7DEBF4DFE6BFC576F15E3F044A40FAFEE2958C1BE7BFEA87FC2816044A409AE839101927E7BFC9CF2F19D9034A4001B12FA6DB1BE7BFA82939C6CC034A40217512CE0A1EE7BF16DA857CBE034A40C74BE8680327E7BF9A7BD757C0034A40721619C7421DE7BF0B29C7D38E034A40056A9CFDB936E7BF822618CF72034A40308BC2B8F536E7BFF595F4CE91034A405417AD9A5A29E7BF7EA2DCADB2034A40E68E54C0112EE7BFC522D82EFC034A4082D428593E35E7BFDAEEF0DFDE034A40EC1A9230134BE7BF66111FD2CE034A403BD257F3DF52E7BF451947BCE2034A40FB3A7234B565E7BFB2760D48E6034A403824E57B0064E7BF8B9F0675BE034A406681EEF1F872E7BF6263476CCC034A40542C4995C569E7BF8A3BC9FBE0034A40C9D4114AF16DE7BF7A12CCAB0F044A40FBAF7CE8FB61E7BFB582803014044A400DD6755EBC55E7BFEEE0A2DC35044A406BF7DBB53C65E7BF00D4AEE23F044A4037790257E75FE7BF581F03B172044A4086124DFAE075E7BFA6A03A0CAA044A40ADEE8268076EE7BFE89FFB56AE044A40314A53C8FB33E7BF8414F4C6A4044A40F326214CCA12E7BF375008AFB5044A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084679,6,178970,213,25,112,4,28,7,2,178970,9,11,9,8,7,1,11,52.5821596244132,11.737089201877902,13.1455399061033,0.938967136150235,-0.7329106479999999,52.03441311,0106000020E6100000010000000103000000010000000C000000F601B2C5786DE7BF1B9B63B156044A4075DB2366DD6EE7BF366BD2E749044A40D0BF324C7269E7BFF55C826544044A40576B00F0476FE7BF30D2AECD22044A404E7890001D7BE7BFECD5E00C13044A40294D4D2A457AE7BF896419E132044A40796C7CA7247FE7BF639EE27D62044A405B435A449A8CE7BF7FD061DE91044A405D25A605EE87E7BFD493101D99044A409E824143F377E7BFFA1983898E044A405ED30375C66BE7BF7E2551D66B044A40F601B2C5786DE7BF1B9B63B156044A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00084957,12,179074,215,20,100,32,8,3,19,179074,13,5,3,2,3,0,3,46.5116279069767,9.30232558139535,3.7209302325581404,8.83720930232558,-0.8081851290000001,52.06002129,0106000020E6100000010000000103000000010000000A0000006FBE7702D5C6E9BF1359A179A7074A4090578F419CD0E9BF6346279BA8074A403EA83EA6B2D7E9BF759DFB8D97074A4041E50662DDE1E9BFA7642FF895074A401990F9EAE8E3E9BF0FBD266E9D074A4042A325D27CE8E9BFFA5A94B9AF074A40677051D7E1D8E9BF42831BA6D9074A4058BDDCE484CEE9BFB803F464D9074A40FDEFE1B371CEE9BFD5D9194CBD074A406FBE7702D5C6E9BF1359A179A7074A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084954,17,179077,308,33,135,35,14,16,18,179077,15,13,12,5,2,4,5,43.831168831168796,10.7142857142857,4.545454545454549,5.84415584415584,-0.814749191,52.0621095,0106000020E6100000010000000103000000010000000A000000E0A089F048D9E9BF35ED658F19084A407BD19068FF05EABF0F61EB99FA074A408C9E821F9705EABFCFC68EE2ED074A4096F123E2470EEABF0CC7378EE2074A409ED1213FE416EABF64DE771CD7074A40DA5CB58DBE29EABF976A89D8E3074A4091462D9DC42AEABF5C4ED6D0FD074A4011F10FD88EFEE9BF14CF17820B084A4070E17ED21CDAE9BFB9FBEDDD20084A40E0A089F048D9E9BF35ED658F19084A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4b,Challenged Asian Terraces,4b2,Pakistani Communities
E00084955,7,179080,252,31,124,27,15,5,17,179080,12,6,8,2,2,3,6,49.2063492063492,12.3015873015873,5.952380952380951,6.7460317460317505,-0.816834617,52.06077281,0106000020E6100000010000000103000000010000000B0000009ED1213FE416EABF64DE771CD7074A40D142C31F8D11EABF866E06ABBF074A4024AC8715D91AEABFF13CC425BD074A40BABDD3CF211FEABF74CCE03CBC074A40E45D9533461DEABFB62674C48D074A4022327EB2D821EABF5CF7D1038F074A40A502F71E8923EABF8F6DB518BB074A40CF7D2E68352CEABFB3AF94FFB8074A40F07577605C32EABFFDDC65E0CF074A40DA5CB58DBE29EABF976A89D8E3074A409ED1213FE416EABF64DE771CD7074A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00084952,16,179081,270,38,116,6,33,7,17,179081,14,10,13,8,6,3,22,42.962962962963,14.0740740740741,12.2222222222222,6.296296296296299,-0.822314619,52.05187999,0106000020E6100000010000000103000000010000000A000000A0048BFFB33BEABFE9BAE4F5B4064A4059AF3756933DEABF99A84BC493064A4097B533775529EABF8D34EA1B9E064A40384D4ADA3125EABF089092318F064A4035909E2F9954EABFBA14A97D72064A40DD74F256FB78EABF917999718B064A402F12C0FD3974EABF5A1A5F84A1064A4002652C209F57EABF1EEAA867BD064A40BC3372B9CE43EABF04F44AB1C2064A40A0048BFFB33BEABFE9BAE4F5B4064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084950,11,179082,193,21,67,13,19,7,10,179082,24,15,6,2,3,0,8,34.715025906735804,10.880829015544,9.844559585492231,5.181347150259071,-0.8151930470000001,52.05298131,0106000020E61000000100000001030000000100000010000000CD4395160A07EABFADA39BBFFB064A40B538C56BA100EABF977808FFF5064A4013E3B21E10F9E9BFBDC58821C1064A40DBE549D6DFFBE9BF544D3C20BC064A405BDF6D7CC504EABFB445B527AD064A403E5FF220790DEABF4EB1D1DCA3064A40384D4ADA3125EABF089092318F064A4097B533775529EABF8D34EA1B9E064A40DA2D0C350C1FEABF1C9641D3CB064A40E47CD1B7EC2FEABFB80C4132D4064A40707C2FE0D83AEABFF6E536A8E2064A40396BBF95B841EABF8B217F26EC064A404CA8C7725E3AEABF681FA09308074A40F2EE60149846EABF865524D71B074A40978DF4FD0216EABF1F4B1E3FD7064A40CD4395160A07EABFADA39BBFFB064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084951,8,179083,206,39,79,7,16,11,10,179083,12,11,13,4,8,1,6,38.3495145631068,18.932038834951502,7.766990291262139,4.85436893203883,-0.818513232,52.05244357,0106000020E6100000010000000103000000010000000A000000E47CD1B7EC2FEABFB80C4132D4064A40DA2D0C350C1FEABF1C9641D3CB064A4097B533775529EABF8D34EA1B9E064A4059AF3756933DEABF99A84BC493064A40A0048BFFB33BEABFE9BAE4F5B4064A40BC3372B9CE43EABF04F44AB1C2064A403C863BD68C42EABF0E3C7B18DB064A40FAC45A02D93DEABF5FE528AAD4064A40707C2FE0D83AEABFF6E536A8E2064A40E47CD1B7EC2FEABFB80C4132D4064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084958,25,179092,272,31,106,29,17,12,16,179092,18,11,7,4,1,4,5,38.9705882352941,11.3970588235294,6.25,5.882352941176469,-0.811700309,52.06162357,0106000020E6100000010000000103000000010000000C000000CC6EA531C3D6E9BFD502544A03084A400B0B4B4004E7E9BF3586D850FB074A4080F259D345ECE9BF2B40FF88DF074A40B0491E99A3F3E9BF7651A6A0DD074A4070CBCE7BE4F2E9BF22ADEDD5C7074A40E1A79A40B900EABFCBF6C5FFC3074A40D14B1737F603EABF2E907E19C3074A400AF9EF6A2D00EABF2C392136DA074A408C9E821F9705EABFCFC68EE2ED074A407BD19068FF05EABF0F61EB99FA074A40E0A089F048D9E9BF35ED658F19084A40CC6EA531C3D6E9BFD502544A03084A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4b,Challenged Asian Terraces,4b2,Pakistani Communities
E00084866,4,179166,239,33,135,18,10,5,25,179166,4,4,1,2,2,0,4,56.4853556485356,13.8075313807531,4.18410041841004,10.4602510460251,-0.697912539,52.01148989,0106000020E61000000100000001030000000100000016000000F772EC962330E6BFCE0E08A7F5014A40BD574844FC30E6BFE252FBA5CF014A400DDEB33F3728E6BFD422E200B4014A4045528BA87E4EE6BF77F370B884014A4039D967A67549E6BFF702AAA484014A40C8D1E5F36348E6BFA8F383206C014A40C94F42248955E6BF5956AA0864014A40DE1E5FDE3E56E6BF5EA23A7354014A40880D5056C55EE6BFA3E110764D014A40453C4AEA8B78E6BFF01D7BCD5E014A40EE81CCB66176E6BF9B3E319071014A40587DEC321989E6BFC14E460B67014A40AF322CDDAE87E6BFEE80D8A67B014A405674497BCB7BE6BF2396292C8A014A40BF012EB0D97AE6BF37710BA19F014A4026D56767B659E6BF2989A07FB1014A408E3B65C3EA59E6BFC1F657D7C3014A40274B71720E52E6BFF8CC6D09E3014A40443A1EFFD04BE6BF3EFC3DABCD014A4033339E7A1A44E6BFCD705244CC014A40F5AB0B2E4B43E6BFC1BE4A1CE7014A40F772EC962330E6BFCE0E08A7F5014A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00084867,16,179168,257,35,91,36,9,11,40,179168,11,6,2,3,2,1,3,35.408560311284,13.618677042801599,3.50194552529183,15.564202334630401,-0.702119064,52.01524758,0106000020E61000000100000001030000000100000017000000CDF12F359C72E6BFDF3A8F0524024A402EFBEE576D75E6BF88EADA83D4014A4079E2F7CD5E6AE6BFFF4C66C5CE014A4085B57E04A170E6BF7E8C0F6EDB014A40A219660FB46FE6BF68D42B07F3014A400ECD2D454D5FE6BF0F23E48305024A40CB082C48B758E6BF11486195F5014A40F86A09168460E6BFC77C24C4EB014A400C6E9273DF62E6BFEB4A8838CB014A405D28FE08785CE6BF31335384D3014A408E3B65C3EA59E6BFC1F657D7C3014A4026D56767B659E6BF2989A07FB1014A40BF012EB0D97AE6BF37710BA19F014A405674497BCB7BE6BF2396292C8A014A40AF322CDDAE87E6BFEE80D8A67B014A40587DEC321989E6BFC14E460B67014A403E9484A1D0B0E6BF1A82F7FD22014A4016C0941458BFE6BFE06798F367014A40B089E3CEF9BCE6BFAE18AEE6C6014A400E363802FFC6E6BF1C430760F0014A40ED7B54C9F3C4E6BF20D758BB16024A408CDA2802E2ACE6BFE0A367750D024A40CDF12F359C72E6BFDF3A8F0524024A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084864,11,179170,308,45,156,30,12,11,29,179170,7,4,3,4,3,2,5,50.6493506493506,14.6103896103896,3.8961038961039,9.41558441558442,-0.698340513,52.00659189,0106000020E61000000100000001030000000100000013000000432A65EBCA96E6BF66415FAFB6004A407743888D4694E6BF3DD6FCAE9F004A40AC8B5CD01E6BE6BF87A46731DD004A40C09A87B6E464E6BFA50E5A3AF6004A401359FF30CF4FE6BF20C8874AFF004A40441751963F3AE6BFF96477D119014A40693EDC2B6D41E6BFE02E9B12C5004A40CE4C9C1F594EE6BF65D8D921D5004A408DEF8819FE58E6BFAC3733F6B3004A409EC81915195EE6BFF225F6D7A2004A40EB171F9F4E45E6BF3239DEB5AE004A40A170042CE544E6BF9416A1578F004A40D6309BB0647EE6BF50049D4044004A40284A43F2CAB9E6BF24D7413716004A4008281CD691B3E6BF731D5CC536004A40A1BDC49F8FB9E6BFE80437A0B3004A401762B051D6A9E6BF1AC51727DB004A4010AE0128769EE6BFB6B76E08E3004A40432A65EBCA96E6BF66415FAFB6004A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084865,6,179172,223,27,136,19,8,2,9,179172,7,4,5,2,1,0,2,60.9865470852018,12.107623318385698,3.5874439461883396,4.03587443946188,-0.684340281,52.02661871,0106000020E610000001000000010300000001000000120000001380FF3661AFE5BF96E991B619044A40194A231542B7E5BF481324DA14044A40D6FC667B62B6E5BF990934D9E9034A404C7275A4B6C2E5BFF223559BD1034A40A9F34D1FD1C5E5BFD53F9A3986034A40E79873EFD6B8E5BF921B352122034A40F36140D7A1BDE5BF5176F1B932034A4010AAB5B713CDE5BF453F677330034A4003BFBE933CD2E5BF3B8439E346034A409C1181963EDFE5BFF6826AF33D034A4045F96021E0E3E5BF38C5A09458034A4070FBE7D62FECE5BF8062739D5D034A409E1A12E121F2E5BF381042B359034A40DC4F6A2623FAE5BFA71743297C034A4026372ADCB9D7E5BF41F8EE6FC4034A4038F96BD3FFB4E5BFE5AAC7593B044A4023949475D6B2E5BF877AEDA340044A401380FF3661AFE5BF96E991B619044A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00084862,21,179173,295,34,129,42,9,15,25,179173,13,4,3,6,0,2,4,43.728813559322006,11.5254237288136,3.05084745762712,8.47457627118644,-0.6752452990000001,52.0150309,0106000020E6100000010000000103000000010000000E000000474F26807395E5BFED25293E3E024A4037130373DD83E5BFB796D07CD4014A40644C465396A1E5BF05DDA5EAA8014A40EB7659F1C0A3E5BFC0DDB4FDAE014A404502281EDCA6E5BF2019CF42C8014A402D90B3B5CEA9E5BF6CEDE410D1014A4076D525A401A9E5BFBF03C561D5014A402100784121B5E5BF4A0C2D31E8014A40ED19627B71B3E5BFC72E3AF8F6014A407DF57CA145AEE5BF373C2D7200024A40A217F1F0EBA1E5BFB25FCB9FF2014A40B20905A8039CE5BF10B83CCC02024A40A60C975A65AEE5BF4B278A114E024A40474F26807395E5BFED25293E3E024A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
